longitude,latitude,m_age,total_rooms,total_bedrooms,population,households,median_income,median_house_val,y
-117.21,32.8,34,1398,222,532,244,3.7102,289600,NEAR OCEAN
-117.19,32.8,16,2593,794,1235,684,3.1304,166300,NEAR OCEAN
-117.2,32.8,36,4018,1067,1620,842,2.3599,168400,NEAR OCEAN
-117.19,32.79,36,1514,258,665,278,3.8571,235100,NEAR OCEAN
-117.19,32.79,35,1788,378,777,374,3.3713,238400,NEAR OCEAN
-117.2,32.79,31,3417,533,1245,532,4.7788,276000,NEAR OCEAN
-117.2,32.79,29,1213,,654,246,4.5987,255600,NEAR OCEAN
-117.2,32.79,34,757,212,409,222,3.2312,192200,NEAR OCEAN
-117.19,32.78,34,4108,664,1659,644,4.4097,252000,NEAR OCEAN
-117.2,32.78,38,2662,498,1132,496,4.0057,241600,NEAR OCEAN
-117.19,32.77,30,2747,640,3185,657,3.765,238000,NEAR OCEAN
-117.19,32.77,16,3273,670,1305,671,4.1368,151000,NEAR OCEAN
-117.19,32.77,9,634,152,248,133,3.8571,143800,NEAR OCEAN
-117.19,32.77,14,3575,992,1645,839,2.4397,140600,NEAR OCEAN
-117.2,32.77,30,156,45,77,40,3.2679,137500,NEAR OCEAN
-117.2,32.77,31,1952,471,936,462,2.8621,196900,NEAR OCEAN
-117.15,32.81,34,1629,318,900,282,3.1458,178300,NEAR OCEAN
-117.15,32.8,41,1413,261,1070,259,2.3578,166700,NEAR OCEAN
-117.14,32.8,41,2423,469,1813,466,2.1157,156900,NEAR OCEAN
-117.14,32.8,33,2670,435,1256,431,3.9417,179800,NEAR OCEAN
-117.14,32.8,35,1267,212,710,204,2.5368,169600,NEAR OCEAN
-117.14,32.79,35,3578,582,1568,553,4.7813,188600,NEAR OCEAN
-117.15,32.78,25,1577,266,611,284,5.25,205100,NEAR OCEAN
-117.14,32.79,31,984,161,422,158,5.282,183000,NEAR OCEAN
-117.13,32.81,19,2157,554,1349,535,2.7652,177400,NEAR OCEAN
-117.14,32.81,34,1748,294,800,294,4.4886,179100,NEAR OCEAN
-117.13,32.8,15,1606,375,784,342,3.7237,108300,NEAR OCEAN
-117.13,32.8,33,2731,456,1263,445,4.5568,175300,NEAR OCEAN
-117.12,32.8,29,2863,534,1392,522,3.8719,174200,NEAR OCEAN
-117.13,32.81,26,2119,444,1202,440,3.2308,166500,NEAR OCEAN
-117.12,32.8,31,1727,342,879,345,3.8125,166300,NEAR OCEAN
-117.13,32.8,35,2129,382,1044,350,3.9732,174900,NEAR OCEAN
-117.13,32.79,35,1458,262,723,257,4.2098,174100,NEAR OCEAN
-117.13,32.79,35,1362,243,698,255,3.6458,173800,NEAR OCEAN
-117.12,32.78,4,2782,817,1309,787,4.2621,124200,NEAR OCEAN
-117.15,32.77,16,2056,631,847,569,2.9576,92200,NEAR OCEAN
-117.09,32.81,7,6100,1185,2710,1040,5.5673,288200,NEAR OCEAN
-117.11,32.82,16,3980,682,3174,647,2.6607,175000,NEAR OCEAN
-117.11,32.82,17,1787,330,1341,314,2.875,112500,NEAR OCEAN
-117.11,32.81,15,3428,491,2303,486,2.5953,67500,NEAR OCEAN
-117.11,32.8,17,3890,586,2791,595,3.2197,67500,NEAR OCEAN
-117.09,32.8,15,666,152,247,164,2.15,131300,NEAR OCEAN
-117.11,32.82,16,4241,892,1771,864,4.375,166500,NEAR OCEAN
-117.08,32.8,25,2963,552,1162,556,3.625,184500,NEAR OCEAN
-117.09,32.79,20,2183,534,999,496,2.8631,169700,NEAR OCEAN
-117.09,32.8,36,2163,367,915,360,4.7188,174100,NEAR OCEAN
-117.08,32.8,32,1587,268,635,249,3.375,178100,NEAR OCEAN
-117.11,32.79,16,2574,771,1129,721,3.3849,96900,NEAR OCEAN
-117.11,32.79,16,1791,518,1006,491,3.5179,129300,NEAR OCEAN
-117.11,32.78,16,2470,830,1170,724,3.5562,73500,NEAR OCEAN
-117.11,32.78,16,2220,512,930,527,3.6528,133200,NEAR OCEAN
-117.09,32.79,36,1529,266,683,260,4.0982,171200,NEAR OCEAN
-117.09,32.79,36,1936,345,861,343,3.8333,170000,NEAR OCEAN
-117.09,32.79,31,2019,417,872,386,3.1964,177700,NEAR OCEAN
-117.09,32.78,28,1708,393,816,393,2.9881,165300,NEAR OCEAN
-117.07,32.79,36,3583,642,1711,602,3.9745,170800,NEAR OCEAN
-117.07,32.79,25,2489,314,911,309,7.8336,277600,NEAR OCEAN
-117.07,32.78,26,3725,623,1516,627,4.7143,268300,NEAR OCEAN
-117.08,32.78,21,2919,496,984,443,4.625,222800,NEAR OCEAN
-117.06,32.78,31,2485,436,942,448,4.8,220800,NEAR OCEAN
-117.05,32.59,26,1919,345,1326,341,4.2679,131900,NEAR OCEAN
-117.06,32.59,13,3920,775,2814,760,4.0616,148800,NEAR OCEAN
-117.05,32.58,22,2101,399,1551,371,4.1518,136900,NEAR OCEAN
-117.06,32.58,17,2724,567,2213,554,3.8529,147700,NEAR OCEAN
-117.06,32.58,13,3435,708,1761,699,3.4792,107600,NEAR OCEAN
-117.06,32.58,11,2879,679,2098,673,3.5125,142400,NEAR OCEAN
-117.06,32.57,16,1269,282,1609,298,2.6985,156500,NEAR OCEAN
-117.04,32.58,14,2355,406,1883,401,5.0311,152100,NEAR OCEAN
-117.04,32.58,20,2029,357,1497,353,4.0089,132100,NEAR OCEAN
-117.05,32.58,23,1918,339,1392,340,4.087,134800,NEAR OCEAN
-117.05,32.58,25,2185,370,1558,369,5.3072,132700,NEAR OCEAN
-117.05,32.57,22,2857,516,2412,496,4.7337,127600,NEAR OCEAN
-117.06,32.57,25,1268,282,991,299,3.0284,123600,NEAR OCEAN
-117.06,32.57,17,2252,378,1776,365,4.6364,141100,NEAR OCEAN
-117.05,32.57,13,2880,576,2450,567,3.1696,138000,NEAR OCEAN
-117.05,32.56,18,1215,320,1195,349,1.9875,114900,NEAR OCEAN
-117.05,32.56,17,985,233,811,223,2.875,134500,NEAR OCEAN
-117.06,32.57,18,1384,311,1429,287,1.3362,95000,NEAR OCEAN
-116.97,32.56,23,1262,294,5176,275,2.5625,153300,NEAR OCEAN
-117.04,32.55,15,2206,648,2511,648,1.6348,93200,NEAR OCEAN
-117.05,32.56,22,2172,563,2049,524,2.0159,139300,NEAR OCEAN
-117.06,32.56,17,2803,683,2768,676,1.7958,140400,NEAR OCEAN
-117.06,32.56,5,2706,925,3148,855,1.7301,125000,NEAR OCEAN
-117.06,32.55,5,3223,940,3284,854,1.4384,108800,NEAR OCEAN
-117.04,32.54,7,938,297,1187,282,1.2667,67500,NEAR OCEAN
-117.1,32.59,21,2350,667,1621,613,2.0734,87500,NEAR OCEAN
-117.1,32.58,23,1662,377,1318,386,2.3,120800,NEAR OCEAN
-117.1,32.58,17,2046,559,1585,530,2.25,132800,NEAR OCEAN
-117.1,32.58,33,393,76,330,80,4.1029,122700,NEAR OCEAN
-117.1,32.58,29,1061,202,759,206,4.8646,136800,NEAR OCEAN
-117.1,32.57,26,2343,371,1221,372,4.3601,144900,NEAR OCEAN
-117.1,32.56,16,2687,501,1502,480,3.75,146800,NEAR OCEAN
-117.07,32.57,17,2961,634,1911,615,2.5859,131400,NEAR OCEAN
-117.08,32.57,18,2203,544,1943,497,2.25,103200,NEAR OCEAN
-117.07,32.57,14,1527,357,1224,363,2.7361,93600,NEAR OCEAN
-117.07,32.56,9,3648,895,3293,840,3.0992,142600,NEAR OCEAN
-117.08,32.59,8,2888,662,2441,683,2.7048,153000,NEAR OCEAN
-117.08,32.58,15,1462,274,1002,271,3.9698,142700,NEAR OCEAN
-117.08,32.58,22,2128,477,1420,450,3.2687,131000,NEAR OCEAN
-117.07,32.58,25,1607,280,899,260,3.8194,134400,NEAR OCEAN
-117.09,32.58,12,2565,567,1785,545,3.0273,135300,NEAR OCEAN
-117.08,32.57,9,6298,1512,4451,1456,2.569,88300,NEAR OCEAN
-117.09,32.57,23,1817,323,1371,327,3.6736,139500,NEAR OCEAN
-117.09,32.57,10,2198,368,1645,350,4.5547,160700,NEAR OCEAN
-117.09,32.57,17,444,83,357,87,5.1478,138900,NEAR OCEAN
-117.09,32.56,8,864,156,626,172,4.8984,151500,NEAR OCEAN
-117.09,32.55,8,6533,1217,4797,1177,3.9583,144400,NEAR OCEAN
-117.12,32.58,34,2003,466,1226,443,3.0613,136700,NEAR OCEAN
-117.12,32.57,21,1738,295,983,298,4.8274,174100,NEAR OCEAN
-117.13,32.58,27,2511,615,1427,576,3.1645,156000,NEAR OCEAN
-117.13,32.58,32,1870,437,1142,426,2.3194,159400,NEAR OCEAN
-117.13,32.58,27,1417,373,814,348,2.3603,195300,NEAR OCEAN
-117.12,32.56,20,2524,682,1819,560,2.9286,257700,NEAR OCEAN
-117.11,32.58,28,1869,407,1074,344,2.5988,135600,NEAR OCEAN
-117.11,32.57,32,2723,586,1702,562,3.3371,140500,NEAR OCEAN
-117.12,32.57,35,1450,256,930,286,2.6715,133300,NEAR OCEAN
-117.12,32.58,26,1360,309,869,328,3.0217,131600,NEAR OCEAN
-117.11,32.58,21,2894,685,2109,712,2.2755,125000,NEAR OCEAN
-117.1,32.58,27,2616,591,1889,577,2.3824,127600,NEAR OCEAN
-117.1,32.57,14,5058,1299,3662,1193,2.3253,133700,NEAR OCEAN
-117.11,32.59,17,2020,534,1529,500,2.1773,143200,NEAR OCEAN
-117.11,32.58,12,1086,294,870,290,2.4213,132500,NEAR OCEAN
-117.11,32.59,18,2329,580,1538,567,2.1179,153100,NEAR OCEAN
-117.12,32.59,28,2793,706,1825,676,2.6724,144500,NEAR OCEAN
-117.16,32.58,36,1940,399,1076,382,3.3906,147800,NEAR OCEAN
-117.13,32.63,10,7374,1157,1900,794,8.7991,478500,NEAR OCEAN
-117.17,32.63,26,1617,279,2745,250,3.5357,67500,NEAR OCEAN
-117.17,32.68,16,5895,1424,873,522,7.3669,187500,NEAR OCEAN
-117.18,32.68,29,1539,344,556,289,3.25,500001,NEAR OCEAN
-117.18,32.69,52,1837,313,668,300,5.1009,500001,NEAR OCEAN
-117.18,32.69,37,3112,716,1304,674,3.2121,320800,NEAR OCEAN
-117.18,32.69,44,2819,514,1258,503,4.4777,452800,NEAR OCEAN
-117.17,32.69,40,2236,331,767,316,5.3177,500001,NEAR OCEAN
-117.18,32.69,48,2764,491,978,449,5.1249,432400,NEAR OCEAN
-117.17,32.69,19,2802,802,1159,597,4.7891,334600,NEAR OCEAN
-117.17,32.69,45,3168,598,1341,562,4.5189,422200,NEAR OCEAN
-117.17,32.7,33,4084,897,1804,833,4.0488,409700,NEAR OCEAN
-117.18,32.7,44,2655,514,1102,489,3.6759,368800,NEAR OCEAN
-117.18,32.7,42,1691,286,761,281,5.1386,404500,NEAR OCEAN
-117.19,32.69,35,2921,438,1042,415,6.3612,482700,NEAR OCEAN
-117.11,32.68,36,26,14,58,23,1.9107,125000,NEAR OCEAN
-117.11,32.67,43,515,146,445,140,1.6094,93000,NEAR OCEAN
-117.11,32.67,46,928,236,790,235,1.6806,92500,NEAR OCEAN
-117.11,32.67,52,204,74,248,57,1.7961,47500,NEAR OCEAN
-117.12,32.66,52,16,4,8,3,1.125,60000,NEAR OCEAN
-117.11,32.67,52,280,71,217,71,1.4844,83300,NEAR OCEAN
-117.11,32.66,52,25,5,14,9,1.625,118800,NEAR OCEAN
-117.09,32.67,37,1157,332,983,306,2.0972,117000,NEAR OCEAN
-117.09,32.66,38,833,206,570,182,1.8333,127100,NEAR OCEAN
-117.09,32.66,37,1232,330,1086,330,1.6389,114300,NEAR OCEAN
-117.1,32.66,27,1782,560,1785,560,2.1542,106300,NEAR OCEAN
-117.1,32.67,26,2629,763,2721,767,2.0982,109100,NEAR OCEAN
-117.1,32.67,22,1690,541,1669,494,2.0213,110600,NEAR OCEAN
-117.09,32.68,30,2662,653,1997,605,2.8089,120600,NEAR OCEAN
-117.09,32.67,31,2051,549,1581,538,2.052,108900,NEAR OCEAN
-117.1,32.67,15,1635,553,1347,597,1.2745,92900,NEAR OCEAN
-117.1,32.68,20,1012,269,837,240,2.0488,88900,NEAR OCEAN
-117.1,32.69,29,4174,1195,3675,1124,1.8112,103600,NEAR OCEAN
-117.1,32.68,42,2013,568,1920,557,2.0724,107600,NEAR OCEAN
-117.1,32.68,47,771,224,637,212,2.0156,90300,NEAR OCEAN
-117.1,32.68,49,1412,350,1200,332,2.0398,93600,NEAR OCEAN
-117.1,32.68,47,1044,274,1003,280,1.7802,97800,NEAR OCEAN
-117.1,32.68,45,1183,289,900,266,2.4943,99600,NEAR OCEAN
-117.07,32.69,29,1429,293,1091,317,3.4609,118000,NEAR OCEAN
-117.08,32.69,31,2558,487,1938,492,3.4875,117000,NEAR OCEAN
-117.08,32.69,36,1571,284,1001,268,3.6875,111400,NEAR OCEAN
-117.09,32.69,34,1469,267,1031,267,3.4583,112700,NEAR OCEAN
-117.09,32.68,29,1792,449,1650,396,2.2201,100000,NEAR OCEAN
-117.07,32.69,28,1485,275,820,283,4.069,153300,NEAR OCEAN
-117.08,32.68,26,3071,615,2156,568,2.9318,112400,NEAR OCEAN
-117.08,32.68,19,3635,1078,3127,1098,1.324,122600,NEAR OCEAN
-117.09,32.68,20,2569,737,2341,705,2.0114,104900,NEAR OCEAN
-117.07,32.67,28,2758,623,2179,631,2.3814,112300,NEAR OCEAN
-117.08,32.67,31,3008,764,2088,757,2.5662,118200,NEAR OCEAN
-117.09,32.66,46,844,147,423,161,3.375,136300,NEAR OCEAN
-117.08,32.66,43,1004,236,839,235,2.81,103400,NEAR OCEAN
-117.07,32.67,35,3200,725,1723,610,1.8977,95600,NEAR OCEAN
-117.07,32.65,12,4131,891,2272,840,3.4701,204900,NEAR OCEAN
-117.07,32.64,32,5135,1025,2152,944,4.1325,172800,NEAR OCEAN
-117.08,32.64,43,1005,230,548,252,1.8672,145800,NEAR OCEAN
-117.08,32.65,17,2633,712,1487,694,2.5392,147000,NEAR OCEAN
-117.08,32.64,38,917,256,494,233,1.9241,150000,NEAR OCEAN
-117.08,32.64,11,1651,533,947,515,1.6806,141700,NEAR OCEAN
-117.09,32.65,20,1445,323,573,334,2.619,145800,NEAR OCEAN
-117.09,32.65,25,3509,985,2359,899,2.6296,150000,NEAR OCEAN
-117.08,32.65,28,2296,603,1277,550,2.3562,123800,NEAR OCEAN
-117.09,32.64,38,2095,536,1240,550,2.7218,145900,NEAR OCEAN
-117.09,32.64,30,3171,862,2126,800,2.507,142700,NEAR OCEAN
-117.1,32.64,29,1578,460,1236,461,2.5658,134700,NEAR OCEAN
-117.09,32.64,20,1999,651,1302,592,1.6321,57500,NEAR OCEAN
-117.09,32.64,19,2571,791,1205,783,1.62,131300,NEAR OCEAN
-117.09,32.63,27,2920,770,1935,746,2.4148,67500,NEAR OCEAN
-117.11,32.64,23,1619,447,1025,415,1.858,67500,NEAR OCEAN
-117.11,32.62,27,1846,509,1078,482,2.1719,131500,NEAR OCEAN
-117.09,32.62,37,1538,298,867,285,3.0729,128700,NEAR OCEAN
-117.09,32.62,37,1925,428,1344,426,2.4866,129700,NEAR OCEAN
-117.09,32.62,34,1576,364,1153,381,2.1955,129700,NEAR OCEAN
-117.08,32.63,33,2891,793,1607,754,2.1281,139800,NEAR OCEAN
-117.09,32.64,24,3613,973,2002,931,1.947,147500,NEAR OCEAN
-117.09,32.63,33,620,161,420,164,1.8417,150000,NEAR OCEAN
-117.07,32.64,38,1486,269,745,295,4.6477,150400,NEAR OCEAN
-117.07,32.63,37,2303,379,1026,357,3.455,156900,NEAR OCEAN
-117.07,32.64,30,2873,774,1593,731,2.24,129500,NEAR OCEAN
-117.06,32.63,37,1326,234,612,240,4.125,160200,NEAR OCEAN
-117.06,32.62,36,786,125,408,138,3.9167,189700,NEAR OCEAN
-117.07,32.63,40,1706,322,796,303,3.5583,154900,NEAR OCEAN
-117.07,32.63,37,2372,444,1056,419,3.7583,145500,NEAR OCEAN
-117.08,32.63,30,2504,559,1827,490,2.6146,159400,NEAR OCEAN
-117.08,32.63,28,2080,427,1266,434,2.2788,146300,NEAR OCEAN
-117.08,32.62,28,2468,506,1353,522,3.0771,158600,NEAR OCEAN
-117.08,32.62,36,1674,309,818,307,3.4773,150400,NEAR OCEAN
-117.09,32.61,23,1157,309,640,313,2.1548,118800,NEAR OCEAN
-117.09,32.61,21,1945,430,1335,419,3.6467,113000,NEAR OCEAN
-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900,NEAR OCEAN
-117.08,32.61,27,2264,525,1485,468,3.3514,149100,NEAR OCEAN
-117.07,32.62,19,5016,1173,2750,1081,2.7838,155900,NEAR OCEAN
-117.06,32.61,34,4325,1015,2609,979,2.8489,128300,NEAR OCEAN
-117.07,32.61,22,5016,1331,3222,1196,2.1441,135500,NEAR OCEAN
-117.07,32.6,18,2602,551,1042,550,1.9267,67500,NEAR OCEAN
-117.07,32.59,21,1779,466,1327,488,1.6007,96200,NEAR OCEAN
-117.08,32.59,30,144,52,220,48,2.3929,134400,NEAR OCEAN
-117.08,32.6,24,1901,490,1334,476,2.2544,121900,NEAR OCEAN
-117.07,32.61,10,1686,414,1000,391,2.1765,128400,NEAR OCEAN
-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,NEAR OCEAN
-117.06,32.61,23,1630,362,1267,418,2.5625,131100,NEAR OCEAN
-117.07,32.6,13,1607,435,983,400,2.2903,106300,NEAR OCEAN
-117.06,32.6,25,1075,238,434,234,1.7472,94600,NEAR OCEAN
-117.06,32.6,24,1088,268,1095,246,2.4191,107300,NEAR OCEAN
-117.06,32.6,33,905,205,989,222,2.7014,108200,NEAR OCEAN
-117.05,32.63,31,4911,861,2334,843,4.1958,160100,NEAR OCEAN
-117.05,32.62,34,3928,686,2315,681,4.2851,144500,NEAR OCEAN
-117.04,32.62,26,3620,607,2000,593,4.9962,156000,NEAR OCEAN
-117.05,32.61,31,4033,715,2585,715,3.5096,139900,NEAR OCEAN
-117.05,32.61,21,6034,1205,3795,1146,3.2633,129700,NEAR OCEAN
-117.05,32.61,26,1563,286,1145,313,3.8615,139300,NEAR OCEAN
-117.04,32.6,20,8052,1461,5094,1430,4.2241,139800,NEAR OCEAN
-117.04,32.6,18,4747,846,3002,872,3.9076,152900,NEAR OCEAN
-117.05,32.59,16,4683,929,3073,865,3.0495,98300,NEAR OCEAN
-117.04,32.63,26,2074,356,1228,335,4.1154,160200,NEAR OCEAN
-117.04,32.62,27,1710,282,1089,297,4.6793,151900,NEAR OCEAN
-117.03,32.61,23,1553,216,778,229,5.1538,171300,NEAR OCEAN
-117.03,32.61,22,1028,148,523,152,6.0086,166900,NEAR OCEAN
-117.03,32.6,26,1335,224,742,215,5.152,143400,NEAR OCEAN
-117.02,32.59,19,1902,335,1102,313,3.0365,98100,NEAR OCEAN
-116.98,32.62,6,7995,1458,4771,1376,4.7068,184300,NEAR OCEAN
-117.06,32.64,30,4494,667,1883,680,5.766,186100,NEAR OCEAN
-117.06,32.63,29,4168,742,2096,713,4.2204,169800,NEAR OCEAN
-116.98,32.68,22,2346,380,1217,382,5.5248,156300,NEAR OCEAN
-117.01,32.67,17,2319,348,1125,337,5.551,266900,NEAR OCEAN
-117,32.67,16,2238,307,1002,303,6.6143,264100,NEAR OCEAN
-117.02,32.67,20,1505,184,635,182,6.5772,245200,NEAR OCEAN
-117.01,32.66,11,9992,1368,4495,1316,6.9664,293900,NEAR OCEAN
-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN
-116.97,32.65,4,16450,2833,7985,2683,5.6631,233400,NEAR OCEAN
-116.99,32.64,15,4331,699,2046,627,3.9519,193500,NEAR OCEAN
-117.04,32.65,8,8806,1401,3159,1059,4.2155,247800,NEAR OCEAN
-117.03,32.65,14,1111,142,472,145,7.6344,290500,NEAR OCEAN
-117,32.64,11,3098,490,1391,484,4.9792,170400,NEAR OCEAN
-117.01,32.63,7,6483,976,3269,1005,5.7358,221600,NEAR OCEAN
-117.04,32.64,5,2329,542,1213,514,4.0298,225600,NEAR OCEAN
-117.02,32.64,5,260,41,157,42,6.5151,281700,NEAR OCEAN
-117.03,32.63,13,2087,313,1165,330,5.7789,227700,NEAR OCEAN
-117.03,32.63,14,2796,476,1466,464,5.2489,213700,NEAR OCEAN
-117.04,32.63,26,2756,422,1166,398,5.1354,181600,NEAR OCEAN
-117.01,32.73,22,2526,530,1556,529,2.8646,120800,NEAR OCEAN
-117,32.72,10,3817,943,2352,875,2.1362,143200,NEAR OCEAN
-117.01,32.72,12,2914,734,2104,703,2.3068,132300,NEAR OCEAN
-116.99,32.7,15,3660,622,2629,612,4.0444,150100,NEAR OCEAN
-117,32.7,23,2785,468,1456,449,4.3714,131000,NEAR OCEAN
-116.99,32.71,21,3049,582,2355,585,3.8904,113800,NEAR OCEAN
-117,32.71,22,2263,441,1395,416,3.725,123500,NEAR OCEAN
-117.01,32.71,20,3506,692,1977,668,2.981,129100,NEAR OCEAN
-117.02,32.74,30,4205,772,2012,734,3.5,144700,NEAR OCEAN
-117.03,32.73,34,2061,,1169,400,3.5096,142000,NEAR OCEAN
-117.03,32.73,32,1750,333,997,335,3.4784,154400,NEAR OCEAN
-117.03,32.74,37,821,150,404,135,3.0125,130400,NEAR OCEAN
-117.02,32.73,22,5201,865,3280,817,4.7952,141400,NEAR OCEAN
-117.02,32.72,36,2030,369,1142,357,3.7763,126900,NEAR OCEAN
-117.03,32.73,38,3174,606,1557,619,3.5861,123600,NEAR OCEAN
-117.03,32.72,38,886,176,505,188,3.5938,125400,NEAR OCEAN
-117.03,32.72,37,2192,455,1515,446,3.0588,120600,NEAR OCEAN
-117.04,32.72,24,5474,955,3020,904,4.0813,137000,NEAR OCEAN
-117.04,32.73,36,2084,400,1097,398,3.2717,130700,NEAR OCEAN
-117.04,32.73,25,1375,267,1032,278,3.5492,125400,NEAR OCEAN
-117.05,32.72,35,3669,617,1694,585,3.9485,133900,NEAR OCEAN
-117.05,32.73,27,3184,588,1763,571,3.5529,133900,NEAR OCEAN
-117.03,32.74,35,1878,454,991,409,2.4345,129700,NEAR OCEAN
-117.04,32.74,33,3880,770,2288,805,3.6848,140700,NEAR OCEAN
-117.02,32.74,12,3301,963,2000,879,1.8594,119200,NEAR OCEAN
-117.04,32.74,5,2878,785,1727,758,1.7179,132000,NEAR OCEAN
-117.04,32.75,36,2297,418,1070,392,3.5192,144000,NEAR OCEAN
-117.05,32.75,29,2767,612,1437,587,2.8306,142900,NEAR OCEAN
-117.05,32.75,43,1718,344,826,336,2.7014,133700,NEAR OCEAN
-117.03,32.75,24,7879,1655,3898,1534,3.0897,187300,NEAR OCEAN
-117.04,32.76,43,3171,665,1534,625,3.141,141400,NEAR OCEAN
-117.05,32.76,37,4879,906,2076,871,3.6625,154800,NEAR OCEAN
-117.04,32.76,37,2979,557,1285,564,3.7368,152200,NEAR OCEAN
-117.15,33.02,4,15029,2279,5613,1696,7.2731,450400,NEAR OCEAN
-117.25,33.06,6,9859,1448,4194,1401,6.439,296200,NEAR OCEAN
-117.25,33.05,16,2794,476,1387,442,4.3286,213400,NEAR OCEAN
-117.26,33.05,14,2323,373,1057,372,6.2513,240900,NEAR OCEAN
-117.26,33.06,11,2660,352,1226,366,7.6832,319800,NEAR OCEAN
-117.24,33.05,15,3029,555,1559,546,5.3129,169200,NEAR OCEAN
-117.24,33.05,11,5827,882,2588,842,6.4027,344200,NEAR OCEAN
-117.2,33.07,5,10394,1617,4496,1553,5.9289,411300,NEAR OCEAN
-117.16,33.06,16,1988,279,770,252,5.8661,404500,NEAR OCEAN
-117.21,33.03,20,3370,433,1020,408,11.0911,500001,NEAR OCEAN
-117.18,33.02,15,3540,453,1364,425,13.6623,500001,NEAR OCEAN
-117.21,33.02,26,3194,454,1032,406,10.156,500001,NEAR OCEAN
-117.23,33.01,18,3961,511,1541,470,11.1118,500001,NEAR OCEAN
-117.26,32.97,25,2582,495,1088,471,6.4651,500001,NEAR OCEAN
-117.26,32.96,36,1721,264,710,282,10.1768,500001,NEAR OCEAN
-117.26,32.95,34,1651,273,650,271,5.6582,500001,NEAR OCEAN
-117.26,32.95,22,5484,1227,1947,1012,4.4375,500001,NEAR OCEAN
-117.3,32.96,30,1226,205,380,151,4.2875,500001,NEAR OCEAN
-117.25,33.01,16,3892,520,1454,524,7.7317,396000,NEAR OCEAN
-117.24,33,16,2512,356,795,353,7.5975,369100,NEAR OCEAN
-117.23,32.99,17,2718,326,1011,319,15.0001,500001,NEAR OCEAN
-117.25,32.99,10,4926,749,1478,634,7.472,439900,NEAR OCEAN
-117.25,33,14,2518,458,931,414,5.8393,485300,NEAR OCEAN
-117.26,33,31,2695,491,1059,451,4.7841,393500,NEAR OCEAN
-117.27,33,36,2426,454,1085,420,5.1523,387800,NEAR OCEAN
-117.31,33,30,1631,310,665,297,6.8443,492500,NEAR OCEAN
-117.26,32.99,16,2127,512,1532,499,2.7348,231300,NEAR OCEAN
-117.27,32.99,21,3318,578,1273,538,5.5922,382100,NEAR OCEAN
-117.26,32.98,12,3900,977,1690,892,4.125,226900,NEAR OCEAN
-117.31,32.98,17,2789,648,849,345,4.1012,244700,NEAR OCEAN
-117.27,32.98,17,1853,392,351,208,5.2742,230700,NEAR OCEAN
-117.32,33.01,29,3584,712,1619,667,4.125,394400,NEAR OCEAN
-117.28,33.02,21,2736,585,1251,576,4.2356,347700,NEAR OCEAN
-117.27,33.02,13,5723,1242,2450,1140,4.7179,376700,NEAR OCEAN
-117.26,33.04,18,2229,346,1088,352,6.3525,278300,NEAR OCEAN
-117.26,33.04,16,3109,450,1433,453,6.6319,269600,NEAR OCEAN
-117.24,33.04,13,3498,663,1412,618,3.212,147600,NEAR OCEAN
-117.25,33.03,6,3416,493,1319,467,6.9326,324600,NEAR OCEAN
-117.27,33.03,25,1787,311,1108,311,3.9826,215800,NEAR OCEAN
-117.27,33.03,16,2240,443,1104,416,3.5313,148700,NEAR OCEAN
-117.26,33.02,9,4632,759,1724,685,6.3712,369800,NEAR OCEAN
-117.27,33.03,19,2899,499,1356,512,4.87,220900,NEAR OCEAN
-117.27,33.02,21,2144,340,928,344,5.798,286100,NEAR OCEAN
-117.29,33.05,28,1146,338,672,292,3.1667,300000,NEAR OCEAN
-117.28,33.04,12,4459,928,2471,888,3.5179,252700,NEAR OCEAN
-117.27,33.04,27,1839,392,1302,404,3.55,214600,NEAR OCEAN
-117.29,33.04,30,2750,555,1281,520,4.7333,286900,NEAR OCEAN
-117.33,33.03,31,1171,321,603,267,2.8611,314300,NEAR OCEAN
-117.3,33.07,14,2670,426,1034,407,6.4247,295100,NEAR OCEAN
-117.29,33.08,18,3225,515,1463,476,5.7787,346700,NEAR OCEAN
-117.27,33.08,7,2949,447,1335,426,6.0922,342400,NEAR OCEAN
-117.29,33.06,20,2110,335,1008,325,6.1509,338700,NEAR OCEAN
-117.28,33.06,8,4172,1022,2585,941,4.0118,245800,NEAR OCEAN
-117.27,33.06,7,3686,733,1612,672,3.197,367100,NEAR OCEAN
-117.27,33.05,15,3333,808,1371,737,2.9083,122400,NEAR OCEAN
-117.3,33.08,24,2628,527,1389,520,4,343200,NEAR OCEAN
-117.34,33.06,17,2718,518,815,403,4.3182,357100,NEAR OCEAN
-117.31,33.07,21,2035,534,948,467,3.2984,369400,NEAR OCEAN
-117.3,33.07,16,3147,765,2165,690,3.5585,284800,NEAR OCEAN
-117.3,33.06,24,2171,511,870,442,3.194,276300,NEAR OCEAN
-117.3,33.06,31,2128,520,1049,485,4.027,290000,NEAR OCEAN
-117.3,33.05,34,1797,458,775,391,3.2308,331300,NEAR OCEAN
-117.33,33.17,11,10923,2041,4773,1858,4.0791,281300,NEAR OCEAN
-117.34,33.16,31,2851,458,1286,467,4.5694,243700,NEAR OCEAN
-117.33,33.16,29,3559,552,1533,545,4.0585,245500,NEAR OCEAN
